SWQCl	4rrk1/p1p2p2/1p3Qp1/2q5/4P3/3P3R/P5PP/5R1K b - - 5 28	c5e5 h3h8	1408	medium	endgame killBoxMate mate mateIn1 oneMove
TCeKI	r4rk1/pp1b1pp1/4p2p/q7/5b2/PBN3Q1/1P4PP/R4RK1 w - - 0 27	g3f4 a5b6 f4f2 b6b3	1408	medium	advantage fork middlegame short
bj0GT	Q5k1/1p3rp1/2p3Rp/3pq3/2r1pn2/4P3/P2P1P2/3K2R1 b - - 1 30	g8h7 g6h6 g7h6 a8g8	1408	medium	mate mateIn2 middlegame sacrifice short
jIedh	rn1qkbnr/1pp2pp1/p2p3p/4N3/2B1Ppb1/2N5/PPPP2PP/R1BQ1RK1 b kq - 1 7	g4d1 c4f7 e8e7 c3d5	1408	medium	attackingF2F7 mate mateIn2 opening short
2aMyg	2r3k1/p3b3/6p1/4Nq1p/5P1P/1PpQ2K1/P1R5/8 b - - 3 38	e7h4 g3h4 f5f4 h4h3	1409	medium	advantage endgame master short
hAPm7	rnQ2b1r/p1p1kppp/2q5/4P3/8/8/PPP2PPP/RNB1K2R w KQ - 3 11	e1g1 b8d7 c8a8 c6a8	1409	medium	advantage middlegame short trappedPiece
jYhfy	3Br3/5p2/R2k2pp/2bp1p2/8/5KP1/5P1P/8 b - - 7 38	d6e5 d8f6	1409	medium	endgame mate mateIn1 morphysMate oneMove
YlazK	4r2k/p1p5/1p3P1p/4r1p1/6K1/2P5/PPB4R/8 b - - 1 39	e5e4 c2e4 e8e4 g4f5	1410	medium	crushing endgame short
dGbJT	k7/pp3ppp/8/1PP5/P1N2QPq/2P2P2/4r1KP/R7 w - - 1 30	g2g1 h4f2 g1h1 f2g2	1411	medium	endgame mate mateIn2 short
qWQPt	rnbqkb1r/pp2pp1p/3p1np1/4N3/2B1P3/2N5/PP3PPP/R1BQK2R b KQkq - 1 7	d6e5 c4f7 e8f7 d1d8	1411	medium	attackingF2F7 crushing deflection opening short
0dhny	2b4k/q5pp/2BP4/3Np3/2Q5/3n2P1/1R4KP/5r2 w - - 0 28	c4d3 a7g1	1412	medium	master mate mateIn1 middlegame oneMove
qeJwv	r4rk1/p2n1p2/2p1pb1p/2Pp4/qP5P/P2QPNB1/4KP2/R5R1 b - - 2 22	f6a1 g3e5	1412	medium	discoveredAttack discoveredCheck mate mateIn1 middlegame oneMove pillsburysMate
vDSSP	r3k1r1/1pq1np1Q/p1n5/1B1R4/8/7P/PP3PP1/2K1R3 b q - 1 20	a6b5 h7g8	1412	medium	mate mateIn1 middlegame oneMove pin
Ts5k1	8/1p5p/1n3k2/1R6/pP2P3/P1P2PKP/3r4/8 b - - 2 41	d2d6 e4e5 f6e6 e5d6	1413	medium	advantage endgame fork short
W2iDe	r4rk1/7p/p2RP1p1/2p2p2/1p4Q1/2P1P3/qB5P/2K3R1 w - - 0 26	g4f4 b4c3 d6b6 c3b2	1413	medium	advancedPawn advantage middlegame queensideAttack short
9dTDV	8/7p/4k3/4b1PP/4K3/1pr1N3/3R4/8 w - - 0 51	d2d5 c3e3 e4e3 e6d5	1414	medium	crushing deflection endgame master short
PXNg7	r4q2/5k2/p4np1/1pp3Q1/5R2/1P5P/P4PP1/6K1 b - - 4 30	f8e7 g5d5 f7g7 d5a8	1414	medium	advantage endgame master pin short
Q8BQW	5r1k/6pp/p7/1p1P4/5n2/2P2PRb/PP1QNq1P/R6K w - - 1 28	d2d4 h3g2 g3g2 f2g2	1414	medium	kingsideAttack mate mateIn2 middlegame short
mq6Ti	4R3/r1p4k/3b1B1p/2p3p1/2P2p2/3P1Nqb/2Q3P1/7K b - - 1 30	h3g4 d3d4 g4f5 c2f5	1414	medium	discoveredAttack discoveredCheck mate mateIn2 middlegame short
mrcox	4n1k1/pQ3ppp/1p6/4b3/N7/1P1q4/PB1p1PPP/5RK1 w - - 0 21	b7e7 d3f1 g1f1 d2d1q	1414	medium	advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short
qnmLV	r3r1k1/p5b1/6pp/q2p1p2/1p6/1PnQPNPN/5PKP/2R1R3 b - - 1 25	a5b5 c1c3 b5d3 c3d3	1414	medium	advantage middlegame short
6x58T	8/8/8/3b4/P7/1pKB1k2/4p3/8 w - - 0 51	d3e2 f3e2 a4a5 e2d1	1415	medium	bishopEndgame crushing defensiveMove endgame hangingPiece master short
KXPPH	rnbqkb1r/1p6/2pp1n2/p3p1B1/P1B1P3/2N5/1PP2PPP/R2QR1K1 b kq - 0 11	c8g4 g5f6 g4d1 f6d8	1415	medium	advantage middlegame short
ajS98	3rr1k1/p1pqbpp1/2pp1n1p/8/2P1P1b1/1PN3Q1/P1B2PPP/R1B1R1K1 w - - 1 16	c1e3 f6h5 g3g4 d7g4	1415	medium	crushing middlegame short trappedPiece
gFulq	8/1pp1R3/p3n3/4k3/1P6/Pr6/3N2P1/6K1 b - - 6 33	e5d6 e7e6 d6e6 d2b3	1415	medium	crushing endgame master short
w04Ez	6k1/1p1q1p2/p2Pr2p/2p1r1p1/2P5/2N2Q2/Pn4PP/1R3R1K b - - 3 30	b2c4 b1b7 d7b7 f3b7	1415	medium	advantage middlegame short
7bhJq	r1b1k3/ppp1bp2/7Q/4p3/3qP3/2NB1N1n/PPP3rP/R1B4K w q - 0 20	h1g2 d4f2 g2h1 f2f3	1416	medium	deflection mate mateIn2 middlegame short
DFoKY	8/8/R3p1rk/p6p/8/2P3KP/P1P5/8 w - - 2 34	g3f4 e6e5 f4e4 g6a6	1416	medium	crushing discoveredAttack endgame rookEndgame short
HGDSC	3r3k/pp3q1r/2p5/2P2R2/1P3QP1/3P1P2/P7/6K1 b - - 10 44	f7d7 f5f8 h8g7 f4f6	1416	medium	endgame mate mateIn2 short triangleMate
Oggax	8/1p4kp/p5pN/2p3Pq/2Pb1P2/1P4PQ/P3r2K/2R2B1R w - - 7 28	f1g2 e2g2 h2g2 h5e2	1416	medium	attraction mate mateIn2 middlegame pin sacrifice short
VEwzU	r1b1r1k1/ppq3pp/5p2/4b3/1P2Q3/2P2N2/P4PPP/RN2R1K1 w - - 0 18	f3e5 e8e5 e4e5 f6e5	1416	medium	advantage middlegame short
XohAW	r4k1r/pp2qB2/5p1p/2p4Q/4P3/2bP2R1/Pp4PP/5RK1 b - - 0 23	e7f7 h5c5 f8e8 c5c3	1416	medium	advantage fork middlegame short
2eVup	r5k1/1pb2p1p/p5pB/8/1Pq5/4PQ2/5PPP/3R2K1 b - - 1 31	c4b4 f3f6 b4f8 h6f8	1417	medium	crushing endgame short
5xJyV	3q1kr1/p4p1p/PpNb4/8/8/2B3pb/1PP1BP1P/R2R2K1 w - - 0 26	c6d8 g3h2 g1h1 h3g2	1417	medium	advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short
798S1	8/p4pp1/1p3n2/4R1p1/3P1k2/5NPP/PPr2P2/6K1 b - - 0 26	f4f3 e5e3	1417	medium	endgame mate mateIn1 oneMove
H5eRI	2br1rk1/p1p2p1p/5nP1/qp6/1bBnP3/2N4P/PPPB2Q1/2K1R1R1 b - - 0 21	b5c4 g6h7 g8h8 g2g7	1417	medium	advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short
J8H8k	4B1k1/6r1/p3p2p/1p4q1/3P4/2P5/1RQ2P1P/5K2 w - - 1 36	c2e4 g5c1 f1e2 c1b2	1417	medium	advantage endgame fork short
P59AP	r1bq1rk1/5p2/p2p3Q/1p2nP2/4P3/2PP3R/P5PP/R5K1 b - - 0 21	f7f6 h6h7	1417	medium	mate mateIn1 middlegame oneMove
cpMku	r5k1/1pp1q1pp/3p1r2/p2Pp3/2P2pQ1/2B3PP/PP3P2/R4RK1 w - - 2 23	g3f4 f6g6 g4g6 h7g6	1417	medium	advantage middlegame pin short
3JR0T	r2qr1k1/ppp2p1p/5bpB/2Pp4/3P2b1/2PB4/P1Q2PPP/R3R1K1 b - - 2 16	f6g5 e1e8 d8e8 h6g5	1418	medium	crushing kingsideAttack middlegame short
DTrwS	r1b1rb1k/pp3Qp1/5nNB/q1Pp1p2/3Pn3/3B4/PP2K1PP/R6R b - - 4 25	h8h7 g6f8 e8f8 f7g7	1418	medium	mate mateIn2 middlegame pin short
ZHi8n	1r4rk/pb2R1pp/2qp4/5p2/8/2B3Q1/P1P2PPP/4R1K1 b - - 7 26	f5f4 c3g7 g8g7 g3g7	1418	medium	kingsideAttack mate mateIn2 middlegame short
pGuDX	1rbq1k1r/5pbN/3p2p1/1pp3Np/4PQ1P/1P1P4/PB2n1P1/1K1R3R b - - 2 18	h8h7 f4f7	1418	medium	mate mateIn1 middlegame oneMove
rSmrw	6k1/3R2p1/1bpB3p/1p2p3/1P1qN3/3P4/3Q2PP/r2r1R1K w - - 0 28	f1d1 d4g1 d1g1 a1g1	1418	medium	mate mateIn2 middlegame sacrifice short xRayAttack
ZDIl7	1r4rk/1q3ppp/1np5/p3p1R1/N7/1BPQ4/PP3bRP/2K5 b - - 1 24	b6a4 d3h7 h8h7 g5h5	1419	medium	attraction kingsideAttack mate mateIn2 middlegame sacrifice short
xe6v0	3r1rk1/pp3pp1/2pq1n1p/2N1N3/3P4/4P2P/PPQ2PP1/2R2K2 b - - 6 25	b7b6 c5b7 d6e6 b7d8	1419	medium	advantage fork middlegame short
1cBQS	rn3rk1/1q1p1pp1/p1bQp1np/1p6/3NP3/1B3N2/PP3PPP/2RR2K1 b - - 2 18	c6e4 c1c7 b7c7 d6c7	1420	medium	advantage middlegame short trappedPiece
ZdL9d	5r1k/8/4p2p/p2pN1p1/P2P2Q1/2P1R2P/1P6/5q1K w - - 2 39	h1h2 f8f2 g4g2 f2g2	1420	medium	endgame mate mateIn2 short
aYoBC	r3r3/5pk1/2q1bB2/pp6/7P/8/PpBQ1P2/1K1R3R b - - 0 29	g7f6 d2g5	1420	medium	mate mateIn1 middlegame oneMove
y50VE	2r2r2/kp4R1/p2Q4/3b3p/2P1P3/1P5P/PKNq4/8 w - - 0 42	e4d5 f8f2 g7b7 a7b7	1420	medium	crushing endgame quietMove short
1Qht9	2r5/3q4/1R1pb2k/1Qn3pp/1pPnP2b/4KP2/1P1NB2B/R7 w - - 4 33	b5d7 d4c2	1421	medium	master mate mateIn1 middlegame oneMove
ciX8H	5k2/4bP2/p5p1/1p1Q3p/1q5P/4B1P1/5PK1/8 b - - 2 36	b4d6 e3h6	1422	medium	endgame master mate mateIn1 oneMove
fW6zn	7R/p4ppk/1p1q2p1/3P4/3Br3/7P/P2Q1PPb/7K b - - 3 28	h7h8 d2h6 h8g8 h6g7	1422	medium	endgame mate mateIn2 pin short
7vW1l	4r2k/2Q3p1/8/R6p/1P6/2P5/2r1qPPP/5RK1 w - - 1 27	a5a7 e2f1 g1f1 c2c1	1423	medium	attraction endgame mate mateIn2 sacrifice short
Qs6d5	5n2/p4r1p/1p6/2pb3k/3p1B2/1P1B2K1/P5p1/6R1 b - - 1 41	f8g6 d3e2 d5f3 e2f3	1423	medium	endgame master mate mateIn2 short
m7ID3	rnbq1rk1/pp2n1pp/2pb4/4p1N1/3pP2P/3P4/PPP1Q1P1/R1BNKB1R b KQ - 0 10	e7g6 e2h5 h7h6 h5g6	1423	medium	crushing opening short
0ANlg	r2q1rk1/pp3ppp/2b2b2/2pp4/2B5/2NP1Q1P/PPP2PP1/3RR1K1 w - - 0 15	c4d5 f6c3 d5c6 c3e1	1424	medium	advantage middlegame short
1Ar3y	1br3rk/4n1p1/pq2P1np/1p5Q/8/PBB3PP/1P4PK/2R1R3 b - - 6 34	b6f2 h5h6	1424	medium	kingsideAttack mate mateIn1 middlegame oneMove pin
JORs5	4k3/2r2r1R/b3p1P1/2npP2Q/pp3P2/4q3/PPP5/1K3R2 b - - 0 31	f7h7 g6h7 e8d7 h7h8q	1424	medium	advancedPawn advantage discoveredAttack discoveredCheck master middlegame promotion short
T35lM	r3kr2/4n3/p2pPq1p/1p1Bb1pP/8/4B3/PPQ2PP1/R4RK1 b q - 0 23	e7d5 c2c6 e8e7 c6d7	1424	medium	fork mate mateIn2 middlegame short
cbxAZ	3r1r2/q2b1pk1/pp1np2p/7Q/3P2P1/3B4/P1P2P1P/1R2R1K1 b - - 2 30	f8h8 h5e5 f7f6 e5d6	1424	medium	advantage fork master masterVsMaster middlegame short
hmiFs	r3r1k1/p1q1bppp/2p5/1p1p2P1/3Pn2P/PN2B3/1PP1QPR1/2K4R w - - 1 21	f2f3 e4g3 g2g3 c7g3	1424	medium	advantage fork middlegame short
HatIE	r1bqr1k1/pp1n4/6P1/2pP1pNp/2PbN1BP/1P3Q2/P7/R4R1K b - - 0 23	h5g4 f3f5 d7f6 e4f6	1425	medium	crushing kingsideAttack master middlegame short
T3Qhg	5r1k/6p1/1P5p/3Qp3/1b2N3/7P/2qp1PP1/R5K1 w - - 0 37	b6b7 c2c1 a1c1 d2c1q	1425	medium	advancedPawn crushing endgame promotion short
Y2ult	r5k1/pb3ppp/1pp2n2/3P4/3R3Q/2N3P1/PP3P1P/4qBK1 b - - 1 23	b7a6 d4d1 e1d1 c3d1	1425	medium	advantage master middlegame short
ZU2xP	6k1/pp3p1p/6p1/P7/2b1P3/4QB1P/1q3rP1/2R4K b - - 4 40	c4e2 c1c8 g8g7 e3f2	1425	medium	crushing endgame short
ZtAEO	6k1/R4pp1/2Q1p1p1/3p4/p2P2P1/3q1N1P/1r6/3K4 w - - 5 39	d1c1 d3b1	1425	medium	endgame mate mateIn1 oneMove
cCLtq	4r3/q4P2/7R/3ppkR1/1n6/1B1P1N2/rp3P2/1K6 b - - 4 33	f5f4 h6f6	1425	medium	mate mateIn1 middlegame oneMove
Isuf2	2r1rk2/pp1Q3p/3p2p1/5P2/3Pn3/2q1B3/P5PP/R3R1K1 b - - 0 22	c8c7 e3h6 f8g8 d7e8	1426	medium	deflection mate mateIn2 middlegame short
PGTgS	8/6R1/4Np2/1rp5/3p3k/5K2/8/8 b - - 1 42	d4d3 g7h7	1426	medium	endgame mate mateIn1 oneMove
o8ZCn	5rk1/2Q3pp/p7/1p6/4P3/1PP2P2/1P4PK/R1Brq3 w - - 1 23	c1h6 e1h4	1426	medium	endgame mate mateIn1 oneMove
9HTL9	r4b1k/6pp/2b3N1/1pq1p3/3pP2Q/6PB/1Pp4P/5RK1 b - - 1 32	h8g8 h3e6	1427	medium	master mate mateIn1 middlegame morphysMate oneMove
FJY7F	2kr1b1r/pp1q2pp/2p1bp2/3n4/2B1Q3/1PN5/PBP2PPP/R4RK1 w - - 6 13	c3d5 c6d5 e4e3 d5c4	1427	medium	advantage fork middlegame short
gi9vk	2r1k1b1/3Rb1q1/p1p2pp1/2P1Pp2/1P3P2/P2R4/6PP/3Q2K1 w - - 0 38	d7a7 e7c5 b4c5 g7a7	1427	medium	advantage discoveredAttack middlegame short
i8DXE	7R/8/8/1k6/8/P2b4/2p3P1/7K w - - 0 43	h8c8 d3c4 h1g1 c2c1q	1427	medium	advancedPawn crushing endgame promotion quietMove short
zRKPA	2r1kbnr/pp1b1ppp/1q6/4P3/3n4/2P1B3/PPQ2PPP/RN2KB1R w KQk - 0 11	e3d4 b6d4 c3d4 c8c2	1427	medium	advantage opening short
1jqUD	3rkbnr/pQpnpppp/3q2b1/3pN3/2P2P2/6P1/PP1PP2P/RNB1KB1R w KQk - 1 8	e5c6 d7c5 b7a7 d6c6	1428	medium	advantage middlegame short
8Pk43	6k1/pp2q1pp/2p2np1/3p4/2PP2P1/1PN2RP1/P2Q2BP/4r1K1 w - - 3 24	g1f2 f6g4	1428	medium	mate mateIn1 middlegame oneMove
DMZ9w	r1b2rk1/ppp2pbR/3pp1n1/4P1q1/6p1/1BN5/PPP2P1Q/1K5R b - - 0 20	g5e5 h7h8 g7h8 h2h7	1428	medium	clearance kingsideAttack mate mateIn2 middlegame sacrifice short
Ws27W	r2qkbnr/1pp2pp1/p1np3p/4N2b/2B1PP2/2NP3P/PPP3P1/R1BQK2R b KQkq - 0 8	h5d1 c4f7 e8e7 c3d5	1428	medium	attackingF2F7 mate mateIn2 middlegame short
GMaOh	7Q/1pkn4/p2p4/3Pp3/4P2P/1NN5/PPP2qr1/1K5R w - - 1 29	h4h5 f2c2 b1a1 c2b2	1429	medium	mate mateIn2 middlegame queensideAttack short
HeqhR	3r2k1/2q2p2/2pb2p1/p3r3/P4Q2/2P1B3/1P4PP/1R2R2K w - - 2 27	f4h6 e5h5 h6h5 g6h5	1429	medium	advantage master middlegame short trappedPiece
UJb7s	8/p1P1b3/8/3B2P1/P3pNr1/7k/1r3p2/5K2 b - - 1 57	g4f4 c7c8q h3h4 c8h8	1429	medium	advancedPawn advantage endgame promotion short
3ULtT	kb1r3r/pQ1q4/P3pp2/N6p/3pP1n1/3P4/1PP3PP/R1B2RK1 b - - 5 22	d7b7 a6b7	1430	medium	advancedPawn master mate mateIn1 middlegame oneMove queensideAttack
CuW9t	1k5r/pp1q1p2/2p2pr1/8/1QPP4/P5Nn/1P3PP1/3RR1K1 w - - 0 27	g2h3 d7h3 e1e8 h8e8	1430	medium	crushing middlegame short
IQWBD	r4r2/ppp3bk/3qb1pp/3Np3/2P1P2N/1P1Q3P/1P4PK/R4R2 b - - 2 19	c7c6 d5f6 f8f6 d3d6	1430	medium	crushing discoveredAttack master middlegame short
TFzQi	5r1k/1bp3p1/p2b3p/1p4qn/3P4/P1P2Np1/1P3Q1P/R3RBK1 w - - 0 29	f3g5 g3f2	1430	medium	advancedPawn kingsideAttack mate mateIn1 middlegame oneMove
nhe3L	4r3/1bb3p1/1p4k1/2pn2N1/3p4/1Q1P3q/1P3P2/R1BB2K1 w - - 0 31	g5h3 e8e1 g1g2 d5e3	1430	medium	discoveredCheck doubleCheck mate mateIn2 middlegame short
0PKoU	r4rk1/ppp3pp/3p4/3P4/2P1P1P1/8/PPQ1Kq1P/R4B1R w - - 1 17	e2d3 f8f3	1431	medium	mate mateIn1 middlegame oneMove
1hgV5	Q7/6p1/2N5/3q4/6k1/1K6/8/8 w - - 1 46	b3a4 d5a2 a4b5 a2a8	1431	medium	crushing endgame short skewer
XvxRU	3rkbnr/pp4pp/2n1Pp2/8/2Q2B2/2P1P3/P4PPP/RNq1KBNR w KQk - 1 12	e1e2 c1d1	1431	medium	mate mateIn1 oneMove opening
BzjXX	8/p1Q5/3R1rqk/4p2p/2P5/8/PPP2r2/1K5R w - - 1 28	h1d1 g6c2 b1a1 c2b2	1432	medium	endgame mate mateIn2 short
f3T2M	5rk1/3R1p2/3Q1Kp1/p7/6P1/1P2q3/8/8 b - - 1 43	e3b3 d6f8 g8f8 d7d8	1432	medium	attraction endgame master mate mateIn2 sacrifice short
sAe71	r1bqr3/1p3pk1/4p1p1/1N1Pb3/PQB1P3/6P1/8/2RR2K1 b - - 0 31	e5g3 b4c3 e6e5 c3g3	1432	medium	advantage fork middlegame short
0s9T2	4r3/4P1pp/pbk5/1pB5/8/2PR2P1/PP5P/5K2 w - - 3 43	d3d8 b6d8 e7d8r e8d8	1433	medium	advantage endgame short
BgB8b	8/1kp5/1p1p4/p2Pn2Q/5RpP/8/q4PPK/8 w - - 0 41	h5g5 e5f3 f4f3 g4f3	1433	medium	crushing endgame master short
OFXkn	Q7/2qkp3/3p2pB/2p5/p1P1P1PN/bp1P4/n3B3/1K3R1R w - - 0 31	g4g5 a2c3 b1a1 b3b2	1433	medium	advancedPawn fork mate mateIn2 middlegame short
nDLgM	8/2R5/4pB1k/3bP3/6KP/2p2r2/8/8 b - - 3 52	f3d3 f6g5 h6g6 h4h5	1433	medium	endgame mate mateIn2 short
ynElt	3r2k1/2rP1ppp/5p2/1q6/8/2p5/3Q1PPP/1R1R2K1 w - - 0 27	d2c3 b5b1 d1b1 c7c3	1433	medium	advantage endgame intermezzo short
NZbjj	5bQ1/ppk5/2p5/8/6P1/1BP5/r3qr2/K1R4R w - - 0 30	b3a2 e2b2	1434	medium	mate mateIn1 middlegame oneMove
OhsLu	r1bq1rk1/3n1pbp/p2p1np1/1ppP2B1/Q3P3/2N2N2/PP2BPPP/R4RK1 w - - 0 12	e2b5 d7b6 a4c2 a6b5	1434	medium	crushing middlegame short
rXDOv	3k4/1r5p/1P3p2/5P2/3R2P1/7P/8/3b2K1 b - - 4 44	b7d7 b6b7 d7d4 b7b8q	1434	medium	advancedPawn advantage endgame pin promotion short
IuWfX	8/1pQ4p/3p2pk/2P1p3/6R1/5q1K/5P2/8 w - - 2 38	g4g3 f3h1 h3g4 h1h5	1435	medium	endgame mate mateIn2 short
PSxTk	5rk1/4Qp2/1p1R1Pp1/7p/8/4p2P/6PK/5q2 b - - 1 51	e3e2 e7f8 g8f8 d6d8	1435	medium	attraction endgame mate mateIn2 sacrifice short
PircO	3r3Q/1b2kp2/p1p1pr2/3pN1p1/Pq6/1B5P/2P2PP1/3RR1K1 w - - 2 29	e5d3 b4e1 d1e1 d8h8	1435	medium	advantage middlegame short
RZVY2	4r1k1/1b3ppp/8/2qp4/1N2n3/PQ3N1P/5PP1/5RK1 b - - 1 22	e8b8 b4a6 b7a6 b3b8	1435	medium	crushing discoveredAttack middlegame short
jhfWJ	8/7p/5Kp1/p5pk/8/1p3P2/r7/2R5 b - - 0 53	g5g4 c1h1 a2h2 h1h2	1435	medium	endgame mate mateIn2 rookEndgame short
ufW8m	r4rk1/p2p2p1/bp5p/4Qq2/8/P1B5/1P2RPPP/4R1K1 b - - 3 24	a6e2 e5g7	1435	medium	mate mateIn1 middlegame oneMove
yHesh	8/5p2/2k1p3/2q1P1pN/4Q1P1/5PK1/r6P/8 b - - 10 57	c6b5 e4b1 b5c6 b1a2	1435	medium	crushing endgame fork short
Gkair	8/4R2p/1q3k2/7p/P3RK2/6P1/7P/8 w - - 2 75	h2h4 b6f2	1436	medium	endgame mate mateIn1 oneMove queenRookEndgame
SimZy	r4k1r/pppn1ppp/5n2/2B1Q3/2P5/2P2q2/P4P1P/R3KBR1 b Q - 5 14	f8g8 g1g7 g8g7 e5g5	1436	medium	attraction kingsideAttack mate mateIn2 middlegame sacrifice short
bIwDg	8/R4p2/4k1p1/1p2P3/p1bKBPP1/8/1P2r3/8 b - - 0 37	e2b2 f4f5 g6f5 g4f5	1436	medium	endgame mate mateIn2 short
kycBW	rq1r2k1/p4ppp/2Q1p3/2p5/4P3/1P2BP2/P5Pb/2RR1K2 b - - 1 23	h2f4 d1d8 b8d8 e3f4	1436	medium	advantage master middlegame short
2NRWf	8/4R1pp/4k3/1pQ5/1P5P/2b2qP1/5P1K/3r4 b - - 3 30	e6f6 c5g5	1437	medium	endgame killBoxMate mate mateIn1 oneMove
J34IY	5r1k/5p1p/p1ppr1pQ/2n1qN2/PnP1P3/1P4RP/6B1/5R1K b - - 7 32	g6f5 h6f8	1437	medium	hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
L6Pn2	5r2/4bpk1/4P3/5p2/2Q4p/1B5K/1r3P1P/8 b - - 0 43	b2f2 c4d4 g7g6 d4f2	1438	medium	crushing endgame fork master masterVsMaster short
auMiI	2r1k2r/pp1b1pp1/4p3/3p3p/3n1qP1/2PQ3P/PP2BP1N/2R2RK1 b k - 3 23	d7b5 d3d4 b5e2 d4f4	1438	medium	crushing middlegame short
gOI9u	6k1/p2R2pp/6r1/2p1N1K1/2P2r2/8/P3n3/R7 w - - 11 40	e5g6 h7h6 g5h5 e2g3	1438	medium	cornerMate endgame mate mateIn2 short
FN1n9	2R5/kp2rp2/3R2p1/1P6/p1P1p3/4r3/P7/2K5 b - - 0 36	e3d3 b5b6 a7a6 c8a8	1439	medium	endgame master mate mateIn2 rookEndgame short
nNi89	1r2r3/3k1R2/p3bQ2/P1p1Pp2/3p1P1B/2q4P/6P1/6K1 b - - 0 42	e6f7 f6d6 d7c8 d6c6	1439	medium	endgame mate mateIn2 short
zlCUL	rn5r/pp1bkp1p/2pNpP2/8/2PP1nPq/P2B4/1B2Q2P/R2K3R b - - 0 23	e7d6 e2e5	1439	medium	mate mateIn1 middlegame oneMove
86BON	5rk1/pq3p2/1pn2p2/2bQ4/8/4P1Pp/PP3P1P/R1BR2K1 w - - 2 20	b2b4 f8d8 d5d8 c6d8	1440	medium	advantage middlegame short
Ak82k	1r2bnk1/R4ppp/3p4/2qPp3/4P3/6PP/Q2N1PB1/6K1 w - - 1 29	d2b3 b8b3 a2b3 c5a7	1440	medium	crushing deflection master middlegame short
S8iUO	3r2k1/4Qp1p/6p1/PP6/5q2/3r4/5Pb1/R1R1N1K1 b - - 1 31	d3h3 e7d8 g8g7 e1g2	1440	medium	crushing hangingPiece master middlegame short
6BbDd	r2q1r1k/pp3pp1/3p3p/2p3b1/4PNQ1/P2P4/1PP3R1/2K4R b - - 0 20	d8f6 g4g5 f6g5 g2g5	1441	medium	advantage middlegame pin short
BY71d	rnbq1rk1/pp2bp1p/4pnp1/2pp2B1/6NQ/3B4/PPP2PPP/RN3RK1 b - - 1 13	h7h5 g4f6 e7f6 g5f6	1441	medium	crushing kingsideAttack opening short
DUs0q	4r1k1/1p3p2/p4Bp1/3p3q/1P1P4/P5QP/4rPRK/8 b - - 14 40	h5f5 g3h4 f5f6 h4f6	1441	medium	advantage endgame quietMove short
I5nqf	4N3/ppp5/1b6/1k2p2P/1P2Q3/2PP4/5P2/q1KR4 w - - 1 30	c1d2 a1b2 d2e1 b2f2	1442	medium	attackingF2F7 endgame mate mateIn2 short
Ma8cH	r1bqkbnr/5ppp/p7/1ppPp3/Q3P3/2N5/PP3PPP/R1B1KB1R w KQkq - 0 10	c3b5 c8d7 b5c7 d8c7	1442	medium	advantage opening short
e1aFS	r6k/4PQ1p/1p4p1/p7/2P5/3Rb1P1/2q2P1P/6K1 b - - 0 29	c2d3 f7f8 a8f8 e7f8q	1442	medium	advancedPawn endgame mate mateIn2 promotion short
AqZuM	4rr2/p1PQ2kp/8/2bP4/8/4p3/P3K1P1/8 b - - 2 36	g7h6 d7c6 h6g7 c6c5	1443	medium	crushing endgame fork short
JTBL8	4k1nr/pp4pp/4p3/2npPb1P/8/P1qB4/2P2QP1/2KR2NR w k - 2 21	d3f5 c5b3 c1b1 c3a1	1443	medium	mate mateIn2 middlegame pin queensideAttack short
aQabO	7k/1p2q1pb/4p2p/3pP3/1P1B1Q1P/5P2/P5RK/3r4 b - - 2 40	d1d3 d4c5 d3f3 f4f3	1443	medium	advantage endgame short
1dZ4R	2r2rk1/1q3pp1/p1nbpn1p/3p4/1P1P4/1PPQBN1P/3N1PP1/R1R3K1 w - - 1 20	a1a6 c6b4 c3b4 c8c1	1444	medium	advantage discoveredAttack middlegame short
AxGgz	7r/3b1pk1/p1pq2n1/3p2p1/3P3r/3BP1N1/PPQ2PP1/R4RK1 w - - 4 28	d3g6 h4h1 g3h1 d6h2	1444	medium	kingsideAttack mate mateIn2 middlegame sacrifice short
jQb9N	r3k2r/1b1p1pp1/p7/1pb1qn1p/4P2P/P1NB2P1/1PP2P2/R2Q1RK1 w kq - 0 18	e4f5 e5g3	1444	medium	kingsideAttack mate mateIn1 middlegame oneMove pin
ItT6N	2kr1b1r/pp3p1p/2n1p2p/1N1pP3/P1pP4/2PQ1N2/1q3PPP/RR4K1 w - - 0 14	d3c4 b2b1 a1b1 d5c4	1445	medium	advantage intermezzo middlegame short
LOOL0	2r3k1/5pp1/p3p2p/5b2/1P6/1q3NQP/3B1PPK/8 b - - 5 36	g8h7 f3g5 h6g5 g3b3	1445	medium	advantage discoveredAttack endgame short
lpTzq	rn3rk1/1bpp1ppp/1p6/3p4/1bP5/2N2NP1/PP1BQ2P/2KR1B1q b - - 1 14	d5c4 f1g2 h1g2 e2g2	1445	medium	advantage middlegame short trappedPiece
pR3xq	8/p6p/kp6/2p5/2P4q/2R5/P2KN3/3B4 b - - 3 36	a6a5 c3a3 a5b4 a3a4	1445	medium	endgame master mate mateIn2 operaMate short
